5.789082e-03	-6.408451e-03	-2.140328e-01	4.209714e-03	-8.340043e-02	-5.693331e-03	
-9.410459e-04	-6.348726e-03	-2.094839e-01	4.110563e-03	-8.936415e-02	-5.586775e-03	
-7.553930e-03	-6.228164e-03	-2.051389e-01	3.937278e-03	-9.511908e-02	-5.377447e-03	
-1.404510e-02	-6.076975e-03	-2.009419e-01	3.809545e-03	-1.006683e-01	-5.171274e-03	
-2.035774e-02	-5.855068e-03	-1.968575e-01	3.708579e-03	-1.060149e-01	-4.968234e-03	
-2.640717e-02	-5.583205e-03	-1.928675e-01	4.605015e-03	-1.111620e-01	-4.768324e-03	
-3.217806e-02	-5.322961e-03	-1.869952e-01	3.742736e-02	-1.161125e-01	-4.571540e-03	
-3.770889e-02	-5.107161e-03	-1.173678e-01	1.255650e-01	-1.208695e-01	-4.377877e-03	
-4.305000e-02	-4.937209e-03	6.469341e-02	2.032226e-01	-1.254362e-01	-4.187353e-03	
-4.824268e-02	-4.818372e-03	2.894107e-01	2.109260e-01	-1.298155e-01	-3.999959e-03	
-5.334781e-02	-4.763326e-03	4.866002e-01	1.702845e-01	-1.340105e-01	-3.815705e-03	
-5.843208e-02	-4.748264e-03	6.297902e-01	1.170436e-01	-1.380244e-01	-3.634602e-03	
-6.350876e-02	-4.726903e-03	7.203206e-01	4.033698e-02	-1.418601e-01	-3.456670e-03	
-6.855196e-02	-4.675051e-03	7.099853e-01	-7.815770e-02	-1.455209e-01	-3.281908e-03	
-7.352659e-02	-4.590837e-03	5.635390e-01	-1.745634e-01	-1.490098e-01	-3.110330e-03	
-7.840300e-02	-4.471085e-03	3.605736e-01	-1.930198e-01	-1.523299e-01	-2.941951e-03	
-8.313972e-02	-4.308780e-03	1.774660e-01	-1.582551e-01	-1.554844e-01	-2.776760e-03	
-8.769308e-02	-4.120286e-03	4.425688e-02	-1.091287e-01	-1.584765e-01	-1.630275e-03	
-9.205431e-02	-3.935523e-03	-4.043285e-02	-6.699689e-02	-1.593402e-01	3.143251e-02	
-9.623957e-02	-3.769784e-03	-8.927347e-02	-3.773257e-02	-9.620729e-02	1.197449e-01	
-1.002707e-01	-3.624079e-03	-1.153741e-01	-1.971790e-02	7.959945e-02	1.974661e-01	
-1.041659e-01	-3.499865e-03	-1.281530e-01	-9.395890e-03	2.983023e-01	2.051914e-01	
-1.079498e-01	-3.400446e-03	-1.335937e-01	-3.848775e-03	4.897181e-01	1.645993e-01	
-1.116474e-01	-3.315145e-03	-1.352717e-01	-1.055086e-03	6.273756e-01	1.114613e-01	
-1.152620e-01	-3.226136e-03	-1.351230e-01	2.714773e-04	7.126153e-01	3.490974e-02	
-1.187827e-01	-3.125133e-03	-1.341480e-01	9.330296e-04	6.972315e-01	-8.333067e-02	
-1.221965e-01	-3.012639e-03	-1.326774e-01	1.228425e-03	5.459791e-01	-1.793485e-01	
-1.254933e-01	-2.892401e-03	-1.311135e-01	1.214567e-03	3.384501e-01	-1.973585e-01	
-1.286677e-01	-2.768145e-03	-1.296725e-01	1.093031e-03	1.510273e-01	-1.621607e-01	
-1.317171e-01	-1.657993e-03	-1.283534e-01	9.726571e-04	1.375800e-02	-1.126490e-01	
-1.326721e-01	3.137187e-02	-1.271549e-01	8.537134e-04	-7.474101e-02	-7.018717e-02	
-6.966209e-02	1.196660e-01	-1.260752e-01	7.364618e-04	-1.271508e-01	-4.063907e-02	
1.059919e-01	1.973930e-01	-1.251124e-01	6.211643e-04	-1.565917e-01	-2.237304e-02	
3.245134e-01	2.051336e-01	-1.242645e-01	5.080644e-04	-1.724908e-01	-1.182151e-02	
